,decile1b,decile3,decile1,sex,lsat,ugpa,grad,bar1,fulltime,fam_inc,gender,race1,tier
1833,10.0,10.0,10.0,1.0,3,0,0,1,1.0,3.0,0,4,4.0
1834,2.0,2.0,2.0,2.0,0,0,0,0,1.0,2.0,1,0,3.0
1844,10.0,10.0,10.0,2.0,1,0,0,1,1.0,4.0,1,1,5.0
1851,9.0,9.0,9.0,1.0,0,0,0,1,1.0,3.0,0,1,5.0
1857,5.0,3.0,5.0,2.0,0,0,0,1,1.0,5.0,1,1,5.0
1863,2.0,3.0,3.0,1.0,2,0,0,1,1.0,2.0,0,0,4.0
1869,5.0,5.0,5.0,2.0,2,0,0,1,1.0,3.0,1,1,4.0
1870,2.0,2.0,2.0,2.0,2,0,0,1,1.0,1.0,1,2,5.0
1876,10.0,10.0,10.0,2.0,0,0,0,1,1.0,2.0,1,1,5.0
1879,2.0,1.0,2.0,2.0,3,0,0,0,1.0,4.0,1,1,4.0
1880,1.0,3.0,1.0,1.0,2,0,0,0,2.0,2.0,0,1,5.0
1881,3.0,5.0,4.0,1.0,0,0,0,1,1.0,1.0,0,1,3.0
1882,1.0,2.0,1.0,2.0,0,0,0,0,1.0,3.0,1,1,5.0
1890,4.0,3.0,4.0,2.0,0,0,0,0,1.0,3.0,1,1,2.0
1909,5.0,4.0,6.0,2.0,3,0,0,1,1.0,4.0,1,1,5.0
1912,9.0,9.0,9.0,2.0,3,0,0,1,1.0,5.0,1,1,6.0
1923,1.0,1.0,1.0,2.0,1,0,0,0,1.0,4.0,1,1,5.0
1924,7.0,8.0,7.0,1.0,2,0,0,1,1.0,3.0,0,1,3.0
1925,7.0,5.0,7.0,2.0,3,0,0,1,1.0,3.0,1,1,5.0
1927,5.0,3.0,6.0,1.0,3,0,0,1,1.0,4.0,0,1,6.0
1938,7.0,7.0,7.0,1.0,2,0,0,1,1.0,4.0,0,1,3.0
1945,4.0,3.0,4.0,1.0,1,0,0,0,1.0,3.0,0,1,4.0
1951,9.0,9.0,9.0,2.0,1,0,0,1,1.0,4.0,1,1,2.0
1967,1.0,3.0,1.0,2.0,2,0,0,1,1.0,3.0,1,1,5.0
1971,8.0,7.0,8.0,2.0,3,0,0,1,1.0,5.0,1,1,5.0
1975,9.0,6.0,9.0,1.0,1,0,0,0,1.0,4.0,0,1,4.0
1977,10.0,10.0,10.0,1.0,3,0,0,1,1.0,3.0,0,1,4.0
1984,3.0,2.0,3.0,1.0,2,0,0,1,1.0,4.0,0,4,5.0
1988,4.0,1.0,4.0,1.0,3,0,0,1,2.0,3.0,0,1,5.0
1989,3.0,3.0,4.0,2.0,1,0,0,0,1.0,3.0,1,1,4.0
1991,7.0,5.0,7.0,1.0,1,0,0,1,1.0,4.0,0,1,4.0
1993,2.0,2.0,3.0,1.0,2,0,0,0,1.0,2.0,0,1,5.0
1998,9.0,9.0,9.0,2.0,1,0,0,1,1.0,4.0,1,1,3.0
2000,4.0,6.0,4.0,1.0,1,0,0,1,1.0,4.0,0,1,5.0
2015,5.0,4.0,5.0,1.0,1,0,0,0,1.0,4.0,0,1,3.0
2022,4.0,6.0,4.0,1.0,3,0,0,1,1.0,2.0,0,1,4.0
2048,1.0,1.0,1.0,1.0,0,0,0,0,1.0,2.0,0,3,5.0
2056,3.0,5.0,3.0,1.0,1,0,0,1,1.0,4.0,0,1,4.0
2057,7.0,4.0,7.0,2.0,0,0,0,0,1.0,3.0,1,1,3.0
2060,4.0,5.0,4.0,1.0,1,0,0,0,1.0,4.0,0,1,4.0
2061,8.0,4.0,8.0,1.0,2,0,0,0,1.0,4.0,0,1,4.0
2075,2.0,3.0,2.0,2.0,0,0,0,0,2.0,3.0,1,1,3.0
2080,6.0,5.0,6.0,1.0,2,0,0,1,1.0,4.0,0,1,4.0
2083,4.0,4.0,4.0,1.0,0,0,0,0,1.0,3.0,0,1,4.0
2100,3.0,3.0,3.0,2.0,2,0,0,0,1.0,4.0,1,1,3.0
2104,10.0,8.0,10.0,2.0,1,0,0,1,2.0,3.0,1,1,4.0
2113,5.0,5.0,5.0,1.0,3,0,0,1,1.0,4.0,0,1,4.0
2116,4.0,4.0,4.0,2.0,2,0,0,0,1.0,3.0,1,1,3.0
2117,9.0,5.0,9.0,2.0,3,0,0,1,1.0,5.0,1,1,4.0
2120,4.0,1.0,4.0,2.0,2,0,0,0,1.0,4.0,1,1,2.0
2130,1.0,1.0,1.0,2.0,0,0,0,0,1.0,4.0,1,1,3.0
2131,2.0,1.0,2.0,2.0,0,0,0,0,1.0,4.0,1,1,2.0
2140,7.0,4.0,7.0,2.0,3,0,0,1,1.0,4.0,1,1,5.0
2153,8.0,6.0,8.0,2.0,2,0,0,1,1.0,3.0,1,1,5.0
2156,7.0,4.0,7.0,2.0,0,0,0,0,1.0,3.0,1,1,2.0
2166,2.0,1.0,2.0,2.0,3,0,0,0,1.0,3.0,1,1,4.0
2171,3.0,3.0,4.0,1.0,2,0,0,0,1.0,4.0,0,1,4.0
2174,7.0,5.0,7.0,2.0,1,0,0,1,1.0,4.0,1,1,3.0
2181,4.0,3.0,4.0,1.0,2,0,0,0,1.0,1.0,0,1,4.0
2188,2.0,2.0,2.0,1.0,1,0,0,1,2.0,2.0,0,1,3.0
2191,1.0,1.0,1.0,2.0,1,0,0,0,1.0,4.0,1,1,3.0
2192,10.0,10.0,10.0,2.0,3,0,0,1,1.0,4.0,1,1,3.0
2198,1.0,3.0,1.0,2.0,1,0,0,0,1.0,2.0,1,0,1.0
2200,9.0,10.0,10.0,1.0,3,0,0,1,1.0,3.0,0,1,5.0
2205,5.0,4.0,5.0,1.0,1,0,0,1,1.0,2.0,0,4,4.0
2212,10.0,10.0,10.0,2.0,3,0,0,1,1.0,4.0,1,4,5.0
2218,3.0,5.0,4.0,2.0,2,0,0,1,1.0,3.0,1,1,5.0
2227,4.0,5.0,4.0,1.0,0,0,0,1,1.0,5.0,0,1,4.0
2237,7.0,9.0,7.0,1.0,1,0,0,1,1.0,2.0,0,1,5.0
2239,1.0,1.0,1.0,2.0,0,0,0,0,1.0,4.0,1,1,3.0
2248,5.0,6.0,6.0,2.0,2,0,0,1,1.0,3.0,1,1,3.0
2253,10.0,10.0,10.0,1.0,3,0,0,0,1.0,4.0,0,1,3.0
2260,8.0,8.0,8.0,2.0,1,0,0,1,1.0,4.0,1,1,4.0
2261,8.0,6.0,8.0,1.0,1,0,0,1,1.0,4.0,0,1,4.0
2266,1.0,1.0,2.0,1.0,0,0,0,0,1.0,3.0,0,1,3.0
2269,1.0,1.0,1.0,2.0,2,0,0,0,1.0,4.0,1,1,3.0
2282,4.0,4.0,4.0,1.0,0,0,0,1,2.0,3.0,0,1,3.0
2284,2.0,2.0,2.0,2.0,1,0,0,1,1.0,4.0,1,1,4.0
2285,7.0,8.0,7.0,2.0,2,0,0,1,1.0,3.0,1,1,4.0
2298,9.0,9.0,9.0,1.0,2,0,0,1,1.0,4.0,0,1,3.0
2300,1.0,1.0,1.0,2.0,0,0,0,1,1.0,3.0,1,1,4.0
2303,4.0,6.0,5.0,1.0,3,0,0,1,1.0,4.0,0,1,6.0
2319,2.0,2.0,2.0,1.0,0,0,0,0,1.0,2.0,0,0,4.0
2320,3.0,3.0,3.0,1.0,2,0,0,1,1.0,4.0,0,2,3.0
2341,10.0,10.0,10.0,2.0,0,0,0,1,2.0,3.0,1,1,2.0
2344,1.0,3.0,1.0,2.0,3,0,0,1,1.0,4.0,1,1,5.0
2348,2.0,2.0,2.0,1.0,1,0,0,1,1.0,4.0,0,2,5.0
2353,8.0,5.0,8.0,2.0,1,0,0,0,1.0,3.0,1,1,4.0
2356,3.0,5.0,3.0,1.0,1,0,0,1,1.0,3.0,0,1,4.0
2364,3.0,5.0,3.0,2.0,0,0,0,0,1.0,4.0,1,1,2.0
2367,10.0,10.0,10.0,1.0,1,0,0,1,1.0,4.0,0,1,4.0
2371,1.0,1.0,1.0,1.0,0,0,0,0,1.0,4.0,0,0,3.0
2380,1.0,2.0,2.0,2.0,2,0,0,0,1.0,4.0,1,1,4.0
2383,5.0,5.0,6.0,1.0,0,0,0,0,1.0,2.0,0,2,1.0
2388,5.0,6.0,5.0,2.0,1,0,0,1,1.0,4.0,1,1,4.0
2390,8.0,9.0,8.0,1.0,1,0,0,1,1.0,4.0,0,1,2.0
2392,3.0,4.0,3.0,1.0,2,0,0,1,1.0,4.0,0,1,4.0
2397,5.0,1.0,5.0,2.0,1,0,0,1,1.0,4.0,1,1,3.0
2403,2.0,1.0,2.0,1.0,0,0,0,0,1.0,3.0,0,3,3.0
2405,4.0,1.0,4.0,2.0,0,0,0,0,1.0,3.0,1,0,3.0
2411,3.0,1.0,3.0,2.0,2,0,0,0,2.0,2.0,1,1,5.0
2414,10.0,10.0,10.0,1.0,2,0,0,1,1.0,3.0,0,1,4.0
2426,8.0,8.0,8.0,1.0,1,0,0,0,1.0,4.0,0,1,3.0
2432,4.0,8.0,4.0,1.0,0,0,0,1,1.0,3.0,0,1,3.0
2440,2.0,2.0,2.0,1.0,1,0,0,1,1.0,4.0,0,1,4.0
2441,4.0,3.0,5.0,1.0,2,0,0,0,1.0,4.0,0,1,3.0
2449,9.0,7.0,9.0,2.0,1,0,0,1,1.0,3.0,1,1,2.0
2450,6.0,6.0,6.0,2.0,3,0,0,1,1.0,4.0,1,1,6.0
2458,4.0,5.0,4.0,2.0,2,0,0,0,1.0,3.0,1,2,4.0
2462,1.0,3.0,1.0,2.0,1,0,0,0,1.0,3.0,1,1,3.0
2471,1.0,2.0,1.0,2.0,1,0,0,1,1.0,3.0,1,1,3.0
2472,1.0,1.0,1.0,1.0,0,0,0,0,1.0,3.0,0,1,3.0
2476,1.0,1.0,1.0,1.0,2,0,0,0,2.0,3.0,0,1,3.0
2489,1.0,1.0,1.0,2.0,0,0,0,0,1.0,2.0,1,0,4.0
2491,7.0,8.0,7.0,2.0,3,0,0,1,1.0,4.0,1,1,4.0
2496,4.0,3.0,4.0,2.0,1,0,0,1,1.0,4.0,1,1,3.0
2500,7.0,8.0,8.0,1.0,3,0,0,1,1.0,3.0,0,1,3.0
2509,1.0,1.0,1.0,1.0,0,0,0,0,1.0,3.0,0,1,4.0
2514,8.0,8.0,8.0,2.0,2,0,0,1,1.0,2.0,1,1,3.0
2522,2.0,1.0,2.0,1.0,2,0,0,0,1.0,3.0,0,2,4.0
2523,1.0,1.0,1.0,1.0,0,0,0,0,1.0,4.0,0,0,4.0
2527,6.0,8.0,6.0,2.0,0,0,0,0,1.0,3.0,1,1,3.0
2532,4.0,2.0,4.0,2.0,3,0,0,1,1.0,5.0,1,1,5.0
2548,2.0,2.0,3.0,1.0,2,0,0,1,1.0,4.0,0,1,3.0
2549,4.0,2.0,4.0,2.0,1,0,0,0,1.0,4.0,1,1,4.0
2556,6.0,2.0,6.0,2.0,0,0,0,0,1.0,3.0,1,2,3.0
2563,4.0,2.0,5.0,1.0,1,0,0,1,1.0,3.0,0,1,4.0
2564,9.0,10.0,9.0,2.0,1,0,0,0,1.0,3.0,1,1,5.0
2567,4.0,6.0,4.0,1.0,2,0,0,1,1.0,4.0,0,1,3.0
2575,4.0,6.0,4.0,2.0,2,0,0,0,1.0,2.0,1,1,5.0
2576,1.0,2.0,2.0,2.0,0,0,0,0,1.0,4.0,1,1,2.0
2580,7.0,6.0,7.0,1.0,3,0,0,1,1.0,5.0,0,1,4.0
2589,3.0,3.0,4.0,2.0,0,0,0,1,1.0,4.0,1,1,3.0
2594,1.0,1.0,1.0,2.0,1,0,0,0,1.0,3.0,1,1,3.0
2597,2.0,2.0,2.0,2.0,0,0,0,0,1.0,3.0,1,2,3.0
2607,3.0,2.0,4.0,1.0,1,0,0,1,1.0,3.0,0,1,3.0
2609,10.0,9.0,10.0,2.0,1,0,0,1,1.0,4.0,1,1,6.0
2612,3.0,3.0,3.0,1.0,2,0,0,1,1.0,3.0,0,1,4.0
2631,10.0,8.0,10.0,2.0,2,0,0,1,1.0,5.0,1,1,3.0
2633,1.0,2.0,1.0,1.0,0,0,0,0,1.0,2.0,0,3,1.0
2635,1.0,1.0,1.0,2.0,0,0,0,0,1.0,3.0,1,4,3.0
2636,1.0,2.0,1.0,2.0,2,0,0,1,1.0,4.0,1,1,4.0
2640,9.0,9.0,9.0,1.0,3,0,0,1,1.0,4.0,0,1,3.0
2641,8.0,9.0,8.0,2.0,1,0,0,1,1.0,3.0,1,1,3.0
2643,8.0,8.0,8.0,1.0,0,0,0,1,1.0,4.0,0,1,3.0
2645,8.0,9.0,8.0,1.0,1,0,0,1,1.0,4.0,0,1,5.0
2655,3.0,5.0,3.0,2.0,2,0,0,1,1.0,5.0,1,1,5.0
2656,3.0,2.0,3.0,2.0,1,0,0,0,1.0,4.0,1,1,5.0
2657,4.0,2.0,4.0,2.0,2,0,0,0,1.0,4.0,1,1,5.0
2661,2.0,2.0,3.0,1.0,2,0,0,1,1.0,4.0,0,1,3.0
2671,8.0,10.0,8.0,2.0,0,0,0,1,1.0,3.0,1,1,3.0
2690,10.0,10.0,10.0,1.0,2,0,0,1,1.0,2.0,0,1,3.0
2693,4.0,4.0,4.0,2.0,1,0,0,1,1.0,4.0,1,1,4.0
2700,2.0,1.0,2.0,2.0,0,0,0,0,2.0,3.0,1,1,3.0
2709,3.0,3.0,4.0,1.0,0,0,0,0,1.0,4.0,0,1,3.0
2711,4.0,5.0,4.0,1.0,2,0,0,0,1.0,4.0,0,1,5.0
2722,3.0,2.0,3.0,2.0,0,0,0,1,1.0,3.0,1,1,4.0
2723,1.0,1.0,1.0,1.0,0,0,0,0,1.0,3.0,0,3,5.0
2731,7.0,6.0,7.0,2.0,2,0,0,0,1.0,4.0,1,1,3.0
2738,4.0,3.0,5.0,2.0,0,0,0,1,1.0,4.0,1,1,2.0
2740,7.0,6.0,7.0,1.0,2,0,0,1,1.0,3.0,0,1,4.0
2741,7.0,7.0,7.0,1.0,1,0,0,0,1.0,4.0,0,1,3.0
2748,3.0,1.0,3.0,2.0,2,0,0,0,1.0,3.0,1,2,5.0
2763,2.0,2.0,3.0,1.0,2,0,0,0,1.0,3.0,0,2,3.0
2764,7.0,5.0,8.0,1.0,0,0,0,0,2.0,4.0,0,1,2.0
2767,4.0,5.0,4.0,2.0,1,0,0,1,1.0,4.0,1,1,4.0
2770,4.0,1.0,4.0,1.0,2,0,0,0,1.0,4.0,0,1,6.0
2771,3.0,5.0,3.0,2.0,2,0,0,1,1.0,3.0,1,1,2.0
2779,6.0,8.0,6.0,2.0,3,0,0,1,1.0,4.0,1,1,4.0
2781,2.0,2.0,2.0,2.0,3,0,0,1,1.0,4.0,1,1,5.0
2782,5.0,4.0,5.0,1.0,2,0,0,0,1.0,4.0,0,1,3.0
2783,7.0,4.0,8.0,1.0,0,0,0,0,1.0,4.0,0,1,3.0
2785,6.0,6.0,6.0,1.0,1,0,0,1,1.0,4.0,0,1,4.0
2787,7.0,9.0,8.0,1.0,1,0,0,1,1.0,4.0,0,1,3.0
2789,2.0,1.0,3.0,2.0,1,0,0,0,2.0,3.0,1,1,5.0
2793,8.0,9.0,8.0,2.0,3,0,0,0,1.0,4.0,1,1,5.0
2794,6.0,6.0,6.0,1.0,2,0,0,1,1.0,3.0,0,1,5.0
2803,9.0,9.0,9.0,1.0,2,0,0,1,1.0,5.0,0,1,3.0
2804,7.0,7.0,8.0,1.0,0,0,0,1,1.0,4.0,0,1,3.0
2806,3.0,3.0,3.0,1.0,2,0,0,0,1.0,4.0,0,1,4.0
2813,1.0,3.0,1.0,1.0,2,0,0,0,1.0,4.0,0,1,3.0
2828,4.0,3.0,4.0,1.0,0,0,0,0,2.0,4.0,0,0,5.0
2830,7.0,7.0,7.0,1.0,3,0,0,1,1.0,5.0,0,1,4.0
2831,1.0,1.0,1.0,2.0,0,0,0,1,1.0,4.0,1,1,3.0
2832,9.0,7.0,9.0,2.0,1,0,0,1,1.0,3.0,1,1,4.0
2833,10.0,8.0,10.0,2.0,3,0,0,1,1.0,4.0,1,1,5.0
2834,10.0,9.0,10.0,1.0,1,0,0,1,1.0,4.0,0,1,4.0
2836,8.0,4.0,8.0,1.0,2,0,0,0,1.0,4.0,0,1,4.0
2837,8.0,9.0,8.0,1.0,2,0,0,1,1.0,3.0,0,1,3.0
2842,4.0,6.0,5.0,2.0,0,0,0,1,1.0,2.0,1,1,4.0
2847,3.0,6.0,3.0,1.0,2,0,0,1,1.0,4.0,0,3,5.0
2850,5.0,4.0,5.0,2.0,3,0,0,1,1.0,3.0,1,1,4.0
2857,9.0,9.0,9.0,1.0,1,0,0,1,1.0,3.0,0,1,5.0
2863,6.0,7.0,7.0,2.0,2,0,0,1,1.0,3.0,1,1,4.0
2869,2.0,2.0,2.0,1.0,2,0,0,0,1.0,3.0,0,3,6.0
2870,3.0,2.0,3.0,1.0,2,0,0,0,1.0,3.0,0,2,5.0
2885,2.0,2.0,3.0,1.0,0,0,0,0,1.0,3.0,0,0,3.0
2903,10.0,10.0,10.0,2.0,1,0,0,1,1.0,4.0,1,1,3.0
2907,2.0,1.0,2.0,1.0,0,0,0,0,1.0,4.0,0,1,5.0
2912,9.0,9.0,9.0,1.0,2,0,0,1,1.0,3.0,0,1,4.0
2919,1.0,3.0,2.0,1.0,2,0,0,1,1.0,2.0,0,1,4.0
2929,1.0,1.0,1.0,2.0,0,0,0,0,1.0,1.0,1,3,3.0
2930,8.0,10.0,8.0,1.0,3,0,0,1,1.0,2.0,0,1,6.0
2931,6.0,6.0,6.0,1.0,1,0,0,0,1.0,4.0,0,1,4.0
2933,3.0,2.0,3.0,1.0,2,0,0,0,1.0,4.0,0,1,5.0
2934,8.0,8.0,8.0,2.0,0,0,0,1,2.0,3.0,1,2,5.0
2935,8.0,8.0,9.0,1.0,0,0,0,0,1.0,3.0,0,1,3.0
2937,3.0,1.0,3.0,1.0,0,0,0,0,1.0,2.0,0,1,5.0
2942,8.0,10.0,8.0,2.0,3,0,0,1,1.0,5.0,1,1,6.0
2948,3.0,1.0,3.0,1.0,2,0,0,1,1.0,3.0,0,1,4.0
2959,1.0,1.0,1.0,1.0,2,0,0,0,1.0,3.0,0,3,5.0
2961,10.0,10.0,10.0,1.0,1,0,0,1,1.0,3.0,0,1,3.0
2963,7.0,9.0,7.0,1.0,3,0,0,1,1.0,5.0,0,1,4.0
2965,1.0,1.0,1.0,1.0,0,0,0,0,1.0,3.0,0,1,3.0
2967,1.0,1.0,1.0,1.0,0,0,0,0,1.0,4.0,0,3,5.0
2971,2.0,4.0,2.0,1.0,2,0,0,0,1.0,3.0,0,1,3.0
2973,2.0,1.0,3.0,1.0,1,0,0,0,1.0,4.0,0,1,3.0
2978,6.0,7.0,6.0,2.0,2,0,0,1,1.0,4.0,1,1,4.0
2981,2.0,3.0,2.0,2.0,3,0,0,1,1.0,4.0,1,1,5.0
2982,5.0,6.0,5.0,1.0,2,0,0,1,1.0,4.0,0,1,3.0
2985,3.0,1.0,3.0,1.0,0,0,0,0,1.0,1.0,0,2,4.0
2992,2.0,3.0,3.0,2.0,1,0,0,1,1.0,2.0,1,2,5.0
2994,10.0,10.0,10.0,2.0,1,0,0,1,1.0,3.0,1,1,4.0
2995,8.0,6.0,8.0,1.0,3,0,0,1,1.0,4.0,0,1,4.0
3005,9.0,10.0,10.0,2.0,2,0,0,1,1.0,3.0,1,1,3.0
3012,10.0,10.0,10.0,1.0,0,0,0,1,1.0,1.0,0,1,2.0
3022,4.0,3.0,4.0,2.0,2,0,0,1,1.0,4.0,1,1,3.0
3027,10.0,10.0,10.0,1.0,3,0,0,1,1.0,3.0,0,1,4.0
3028,8.0,5.0,8.0,2.0,2,0,0,1,1.0,3.0,1,1,5.0
3032,2.0,3.0,2.0,2.0,0,0,0,0,1.0,5.0,1,4,4.0
3036,1.0,1.0,1.0,2.0,2,0,0,0,1.0,4.0,1,1,4.0
3037,3.0,7.0,4.0,1.0,2,0,0,1,2.0,3.0,0,1,4.0
3045,7.0,10.0,7.0,2.0,0,0,0,1,1.0,3.0,1,1,3.0
3046,9.0,7.0,9.0,1.0,3,0,0,1,1.0,4.0,0,1,5.0
3051,3.0,4.0,3.0,1.0,1,0,0,1,1.0,3.0,0,1,4.0
3056,1.0,2.0,1.0,1.0,0,0,0,0,1.0,3.0,0,1,3.0
3057,10.0,9.0,10.0,2.0,2,0,0,1,1.0,4.0,1,1,2.0
3080,3.0,4.0,3.0,1.0,3,0,0,1,1.0,3.0,0,1,6.0
3098,8.0,6.0,8.0,2.0,2,0,0,0,1.0,4.0,1,1,2.0
3124,5.0,6.0,5.0,2.0,0,0,0,1,1.0,4.0,1,1,3.0
3136,7.0,9.0,7.0,1.0,2,0,0,1,2.0,3.0,0,1,4.0
3140,3.0,4.0,3.0,1.0,2,0,0,1,1.0,4.0,0,2,3.0
3142,6.0,7.0,6.0,1.0,2,0,0,1,1.0,4.0,0,1,3.0
3143,1.0,2.0,1.0,2.0,3,0,0,1,1.0,3.0,1,1,4.0
3161,3.0,2.0,3.0,2.0,0,0,0,0,1.0,5.0,1,1,3.0
3163,1.0,1.0,1.0,1.0,0,0,0,0,1.0,2.0,0,1,2.0
3164,5.0,3.0,5.0,2.0,2,0,0,1,2.0,4.0,1,1,3.0
3165,2.0,2.0,2.0,1.0,1,0,0,1,1.0,3.0,0,1,4.0
3167,7.0,6.0,7.0,1.0,0,0,0,1,1.0,4.0,0,1,3.0
3172,5.0,5.0,6.0,2.0,1,0,0,1,1.0,3.0,1,1,4.0
3175,3.0,3.0,3.0,2.0,0,0,0,1,1.0,4.0,1,0,5.0
3179,7.0,7.0,7.0,1.0,1,0,0,0,2.0,4.0,0,1,3.0
3184,5.0,6.0,5.0,2.0,2,0,0,1,1.0,5.0,1,1,3.0
3191,7.0,2.0,7.0,2.0,0,0,0,1,1.0,3.0,1,1,3.0
3193,10.0,10.0,10.0,2.0,3,0,0,1,1.0,5.0,1,1,5.0
3200,4.0,7.0,5.0,1.0,2,0,0,1,1.0,4.0,0,1,5.0
3217,9.0,9.0,9.0,1.0,1,0,0,1,1.0,4.0,0,1,4.0
3225,1.0,4.0,1.0,1.0,2,0,0,1,1.0,4.0,0,1,2.0
3229,10.0,10.0,10.0,1.0,1,0,0,1,1.0,3.0,0,1,3.0
3239,9.0,8.0,9.0,2.0,0,0,0,0,1.0,4.0,1,1,2.0
3242,4.0,6.0,4.0,2.0,0,0,0,1,2.0,3.0,1,1,3.0
3243,3.0,5.0,3.0,1.0,0,0,0,1,1.0,3.0,0,1,2.0
3252,1.0,1.0,1.0,1.0,0,0,0,0,1.0,2.0,0,1,3.0
3256,9.0,9.0,9.0,2.0,0,0,0,1,1.0,4.0,1,1,3.0
3268,1.0,3.0,1.0,2.0,0,0,0,0,1.0,2.0,1,3,3.0
3279,4.0,3.0,4.0,2.0,1,0,0,1,1.0,3.0,1,1,4.0
3280,7.0,5.0,7.0,2.0,3,0,0,1,1.0,5.0,1,1,5.0
3284,2.0,3.0,2.0,2.0,2,0,0,0,1.0,4.0,1,1,5.0
3285,8.0,8.0,8.0,2.0,2,0,0,1,1.0,3.0,1,1,6.0
3286,7.0,8.0,8.0,2.0,1,0,0,1,1.0,4.0,1,4,4.0
3291,3.0,5.0,4.0,2.0,2,0,0,0,1.0,4.0,1,1,2.0
3306,1.0,2.0,1.0,1.0,0,0,0,1,1.0,2.0,0,3,5.0
3317,2.0,2.0,2.0,1.0,1,0,0,0,1.0,4.0,0,1,5.0
3321,9.0,10.0,9.0,2.0,1,0,0,1,1.0,3.0,1,1,5.0
3322,2.0,2.0,3.0,2.0,0,0,0,1,1.0,3.0,1,2,3.0
3323,4.0,6.0,5.0,2.0,2,0,0,1,1.0,3.0,1,1,3.0
3336,5.0,6.0,5.0,2.0,2,0,0,1,1.0,3.0,1,1,5.0
3342,3.0,2.0,3.0,2.0,1,0,0,0,1.0,4.0,1,1,6.0
3344,2.0,2.0,2.0,2.0,2,0,0,0,1.0,4.0,1,1,4.0
3347,1.0,1.0,1.0,2.0,2,0,0,1,1.0,3.0,1,1,4.0
3348,2.0,4.0,2.0,1.0,0,0,0,0,1.0,3.0,0,1,2.0
3352,3.0,3.0,3.0,1.0,3,0,0,0,1.0,4.0,0,1,5.0
3358,1.0,1.0,1.0,1.0,0,0,0,0,1.0,2.0,0,3,4.0
3359,4.0,6.0,4.0,1.0,0,0,0,1,1.0,4.0,0,4,5.0
3362,3.0,5.0,3.0,2.0,1,0,0,0,1.0,4.0,1,1,4.0
3365,1.0,1.0,1.0,1.0,2,0,0,0,1.0,2.0,0,3,4.0
3369,8.0,8.0,8.0,1.0,2,0,0,1,1.0,2.0,0,1,3.0
3370,4.0,7.0,4.0,2.0,3,0,0,1,1.0,4.0,1,1,4.0
3381,3.0,3.0,3.0,2.0,0,0,0,0,1.0,4.0,1,1,4.0
3382,4.0,6.0,4.0,1.0,1,0,0,1,1.0,4.0,0,1,4.0
3385,9.0,10.0,9.0,2.0,2,0,0,1,1.0,3.0,1,0,3.0
3387,1.0,1.0,1.0,1.0,0,0,0,0,1.0,2.0,0,1,5.0
3414,9.0,10.0,9.0,2.0,1,0,0,1,1.0,5.0,1,1,4.0
3419,6.0,7.0,7.0,1.0,1,0,0,1,1.0,4.0,0,1,4.0
3423,1.0,3.0,1.0,2.0,0,0,0,1,1.0,3.0,1,1,2.0
3425,4.0,5.0,4.0,1.0,0,0,0,1,1.0,4.0,0,1,3.0
3426,1.0,1.0,1.0,2.0,3,0,0,0,1.0,4.0,1,1,5.0
3430,9.0,7.0,9.0,1.0,3,0,0,1,1.0,3.0,0,1,4.0
3431,5.0,5.0,6.0,1.0,2,0,0,1,1.0,1.0,0,1,3.0
3442,1.0,4.0,1.0,1.0,0,0,0,0,1.0,2.0,0,1,2.0
3450,1.0,5.0,2.0,2.0,2,0,0,0,1.0,4.0,1,1,5.0
3452,9.0,9.0,9.0,1.0,1,0,0,1,1.0,2.0,0,1,3.0
3457,9.0,9.0,9.0,1.0,1,0,0,1,1.0,4.0,0,1,3.0
3460,9.0,10.0,9.0,2.0,2,0,0,1,2.0,3.0,1,1,2.0
3462,3.0,3.0,3.0,1.0,3,0,0,1,1.0,4.0,0,1,3.0
3491,6.0,3.0,6.0,1.0,2,0,0,0,2.0,4.0,0,1,3.0
3494,9.0,10.0,9.0,1.0,2,0,0,1,1.0,3.0,0,1,5.0
3497,1.0,1.0,1.0,2.0,2,0,0,0,1.0,2.0,1,0,4.0
3513,3.0,4.0,4.0,1.0,3,0,0,1,1.0,2.0,0,1,4.0
3518,1.0,1.0,1.0,1.0,0,0,0,0,1.0,3.0,0,3,4.0
3535,10.0,10.0,10.0,2.0,3,0,0,1,1.0,3.0,1,1,4.0
3544,4.0,4.0,5.0,1.0,2,0,0,0,1.0,4.0,0,1,3.0
3545,1.0,1.0,1.0,1.0,2,0,0,0,1.0,4.0,0,1,5.0
3546,1.0,1.0,2.0,2.0,1,0,0,1,1.0,4.0,1,1,3.0
3571,10.0,10.0,10.0,2.0,1,0,0,1,1.0,4.0,1,1,4.0
3579,4.0,6.0,4.0,1.0,0,0,0,1,1.0,3.0,0,3,3.0
3582,4.0,3.0,4.0,1.0,2,0,0,1,1.0,4.0,0,1,5.0
3587,2.0,4.0,2.0,2.0,2,0,0,1,1.0,2.0,1,1,4.0
3607,9.0,8.0,9.0,2.0,0,0,0,1,1.0,3.0,1,1,3.0
3618,7.0,8.0,8.0,2.0,1,0,0,1,1.0,4.0,1,1,5.0
3636,6.0,5.0,6.0,1.0,1,0,0,1,1.0,4.0,0,0,5.0
3639,7.0,7.0,8.0,1.0,0,0,0,0,1.0,4.0,0,0,1.0
3647,1.0,2.0,1.0,1.0,0,0,0,0,1.0,3.0,0,0,4.0
3653,9.0,9.0,9.0,1.0,2,0,0,1,1.0,4.0,0,1,3.0
